case_id,status,design_sha256,unit_particle_fraction,unit_stiffness_ratio,unit_matrix_poissons_ratio,unit_particle_poissons_ratio,particle_fraction,stiffness_ratio,matrix_poissons_ratio,particle_poissons_ratio,particle_radius,matrix_youngs_modulus,particle_youngs_modulus,center_x,center_y,prescribed_x_displacement,mesh_size,model_dimension,model_assumption,model_interface,rve_width,rve_height,analytical_particle_fraction,meshed_particle_fraction,particle_fraction_error,cell_count,average_epsilon_xx,average_epsilon_yy,average_sigma_xx,average_sigma_yy,effective_modulus,effective_poissons_ratio,matrix_sigma_xx_min,matrix_sigma_xx_max,particle_sigma_xx_min,particle_sigma_xx_max,solver_convergence_reason,verification_solver_converged,verification_positive_material_areas,verification_total_area,verification_particle_fraction,verification_average_epsilon_xx,verification_finite_response,verification_positive_effective_modulus
M4PB_042,success,85408a11b1ab99d961e8b9ee7fba7ebf73836446da53674d48e9a7132922443a,0.3089665187610616,0.0428156247367335,0.5254338003806248,0.5679412320989484,0.1272416296902654,2.770681245261203,0.305086760076125,0.2635882464197897,0.2012517544384357,1000.0,2770.681245261203,0.5,0.5,0.01,0.02048,2,plane_stress,perfect_bonding,1.0,1.0,0.12724162969026542,0.12702394328177216,0.0002176864084932617,5688,0.00999999999999997,-0.0030285776203798622,11.121005431879272,-4.274098436285456e-14,1112.1005431879305,0.3028577620379871,4.838992422922689,14.20363194298233,13.658085706731462,14.003493700541657,4,True,True,True,True,True,True,True
M4PB_043,success,378966e7fb423d941f560a351aeba2ed2e8c10c96b888287572ae35bc9eca467,0.4242821216692387,0.8015107359430782,0.03330975570579089,0.5890165313444878,0.1560705304173097,16.42719324697541,0.2066619511411582,0.2678033062688975,0.2228873993158377,1000.0,16427.19324697541,0.5,0.5,0.01,0.02048,2,plane_stress,perfect_bonding,1.0,1.0,0.15607053041730967,0.15585492922908634,0.00021560118822333552,5730,0.010000000000000037,-0.0022093314062660127,12.586112681862403,-6.51201315093887e-13,1258.6112681862357,0.22093314062660047,1.2163808514930146,18.522225326351098,17.463970349345097,18.318510090695277,4,True,True,True,True,True,True,True
M4PB_044,success,9b3b078f8719ad7628fafd957b262e7a774a09eba3330396b90bebe6616df818,0.342384733631191,0.5281373585201387,0.6222968903907184,0.2593112973173234,0.1355961834077978,11.5064724533625,0.3244593780781437,0.2018622594634647,0.2077537140642557,1000.0,11506.4724533625,0.5,0.5,0.01,0.02048,2,plane_stress,perfect_bonding,1.0,1.0,0.13559618340779778,0.13537846923137486,0.0002177141764229118,5692,0.010000000000000042,-0.003226463119215951,12.060580470062044,-3.5117568575326966e-13,1206.0580470061993,0.32264631192159376,1.368576767712476,17.43810871678324,16.3524501548724,17.07685058345826,4,True,True,True,True,True,True,True
M4PB_045,success,65d5e4ba10ea9b2abd0c0063d3d76b167957ede1ac42401faa777be6a3c4285e,0.04837995412211044,0.3605275339151842,0.1799919915902515,0.7998298251486099,0.06209498853052761,8.489495610473316,0.2359983983180503,0.309965965029722,0.1405896466022162,1000.0,8489.495610473316,0.5,0.5,0.01,0.02048,2,plane_stress,perfect_bonding,1.0,1.0,0.06209498853052764,0.06188416607243023,0.00021082245809740663,5764,0.00999999999999996,-0.0024060771667961775,10.831280070249143,-1.0756673329836972e-13,1083.1280070249186,0.2406077166796187,1.8627114757021166,15.618967518076442,15.174931626792514,15.728957300674958,4,True,True,True,True,True,True,True
M4PB_046,success,a232fe29d71502311feee89b2f2d9139af11018f845da217dd9efabeff03a1b5,0.6708691167368348,0.2741160055439283,0.2011197444803143,0.5615888151993406,0.2177172791842087,6.93408809979071,0.2402239488960629,0.2623177630398681,0.2632518990574808,1000.0,6934.08809979071,0.5,0.5,0.01,0.02048,2,plane_stress,perfect_bonding,1.0,1.0,0.21771727918420872,0.21749900584848397,0.0002182733357247446,5692,0.010000000000000031,-0.002505968458996675,13.287039505055434,6.342149028171219e-15,1328.7039505055393,0.25059684589966674,2.6277957443033566,18.842512613380958,17.209265318674685,18.6218472860616,4,True,True,True,True,True,True,True
M4PB_047,success,885ae1defe1010054996d12599b6bb9737460cc624e035cc679ba8ca899c7121,0.9138853898003088,0.859604781404227,0.5110739384464584,0.01353024016450612,0.2784713474500772,17.47288606527609,0.3022147876892917,0.1527060480329012,0.2977250122382749,1000.0,17472.88606527608,0.5,0.5,0.01,0.02048,2,plane_stress,perfect_bonding,1.0,1.0,0.27847134745007734,0.278254920138915,0.00021642731116233715,5740,0.01000000000000002,-0.0029854919721061263,15.485963955574853,-5.398945179813111e-13,1548.5963955574823,0.29854919721061207,1.4744427338648616,23.523644882824872,19.483288747711317,22.880428411040874,4,True,True,True,True,True,True,True
M4PB_048,success,2d712db39e3490f27941cef56c7d9c8cc3e3d5d91d614b6e9e3ad72a7e5564b6,0.5069787156312345,0.1696153936562984,0.1912807790938453,0.7216995462479684,0.1767446789078086,5.053077085813371,0.2382561558187691,0.2943399092495936,0.2371910171712563,1000.0,5053.077085813371,0.5,0.5,0.01,0.02048,2,plane_stress,perfect_bonding,1.0,1.0,0.17674467890780862,0.17652653241007996,0.00021814649772866623,5702,0.01000000000000001,-0.0024898330321522187,12.28899445672509,1.259686799315316e-13,1228.8994456725077,0.2489833032152216,3.2407583608046893,16.953803496155306,15.94676443713232,16.74782794096261,4,True,True,True,True,True,True,True
M4PB_049,success,a083c524b55d29879fd24fdcbe0f591422da3fe276466c2ca2b15bed5ca956ac,0.568280197231098,0.713883528828131,0.651542245250932,0.2141482701642745,0.1920700493077745,14.84990351890636,0.3303084490501864,0.1928296540328549,0.2472605822497245,1000.0,14849.90351890636,0.5,0.5,0.01,0.02048,2,plane_stress,perfect_bonding,1.0,1.0,0.19207004930777452,0.19185132727660573,0.0002187220311687943,5690,0.009999999999999993,-0.003271064153616156,13.256560459449132,9.394340774043764e-15,1325.656045944914,0.32710641536161583,1.262871296311401,19.548848105609128,17.56850854589054,19.01905514082734,4,True,True,True,True,True,True,True
M4PB_050,success,9fa1026c18a0024ec36f88753d7a8245d2daf4562500fd9a56a3618d60148869,0.06528548176286877,0.6831838003892622,0.3772159512745137,0.7071584095816311,0.0663213704407172,14.29730840700672,0.2754431902549028,0.2914316819163262,0.1452953814700857,1000.0,14297.30840700672,0.5,0.5,0.01,0.02048,2,plane_stress,perfect_bonding,1.0,1.0,0.06632137044071723,0.06610608552518696,0.00021528491553027274,5706,0.009999999999999993,-0.0027817623653765638,10.96203603331174,2.9571831094976565e-13,1096.2036033311747,0.27817623653765655,0.9835392443981442,16.051876407912616,15.589804651322096,16.243581902473835,4,True,True,True,True,True,True,True
M4PB_051,success,b35efe7fc3626ab55375e933cfc3e72ce15d89eb565b8eb650bb3351e6a6223a,0.8931466164003473,0.771908092218666,0.1189331333178914,0.9065273456381368,0.2732866541000868,15.89434565993599,0.2237866266635783,0.3313054691276273,0.2949404071370141,1000.0,15894.34565993599,0.5,0.5,0.01,0.02048,2,plane_stress,perfect_bonding,1.0,1.0,0.2732866541000869,0.2730695637080338,0.00021709039205308756,5740,0.009999999999999957,-0.002434251095837044,15.304402349374636,-9.076073226310631e-15,1530.4402349374702,0.24342510958370547,1.529852841162445,23.01749799408133,19.711614612077014,22.54769509313315,4,True,True,True,True,True,True,True
M4PB_052,success,4ca84a4591bb7f664f2e921f5d16171967e6f7ce99541d42e53eea82c8e6eba0,0.07965431647413207,0.4977743534722319,0.4627547967597922,0.6085434058039377,0.06991357911853302,10.95993836250017,0.2925509593519585,0.2717086811607875,0.1491783610713085,1000.0,10959.93836250018,0.5,0.5,0.01,0.02048,2,plane_stress,perfect_bonding,1.0,1.0,0.06991357911853302,0.06969638442221682,0.00021719469631620303,5692,0.009999999999999981,-0.00294093891502199,10.980572373634773,-7.615436059538167e-14,1098.0572373634793,0.29409389150219956,1.2453819109054975,15.848617455302435,15.4034799000517,15.97633949511646,4,True,True,True,True,True,True,True
M4PB_053,success,7b3961756aa549c1f8b177f7b52539155b39033b9cec62af115bc77ce8e32908,0.7927727016870548,0.6461022529663999,0.05204462739234068,0.4310646552952893,0.2481931754217637,13.6298405533952,0.2104089254784682,0.2362129310590578,0.2810735516196698,1000.0,13629.8405533952,0.5,0.5,0.01,0.02048,2,plane_stress,perfect_bonding,1.0,1.0,0.24819317542176367,0.2479774772042631,0.0002156982175005595,5758,0.01,-0.002274904350433593,14.541194773324106,2.880751193146121e-13,1454.1194773324105,0.2274904350433593,1.6499859813762827,21.54507973077652,18.937024664132174,21.188352418929362,4,True,True,True,True,True,True,True
M4PB_054,success,ebcde1a9a26b0c9f492d1d941852f3370a07f6b45b64afc1789d7df06874a62f,0.6982758336198298,0.4191895774233821,0.01415676050101787,0.1191226228805859,0.2245689584049574,9.545412393620879,0.2028313521002036,0.1738245245761172,0.2673621506314879,1000.0,9545.412393620878,0.5,0.5,0.01,0.02048,2,plane_stress,perfect_bonding,1.0,1.0,0.22456895840495741,0.22435453233491795,0.000214426070039464,5748,0.010000000000000018,-0.0021573865543143005,13.7246513232764,1.1235457009206607e-13,1372.4651323276375,0.21573865543142967,2.0949397032390755,19.940566908174127,17.981973046234803,19.624879567653576,4,True,True,True,True,True,True,True
M4PB_055,success,d9c18f43b2702898618db38920df6f0820806a7d854ca3faa7833d1cc38c01b8,0.5874976249120148,0.9023949574636762,0.6868348357009938,0.3677780663298365,0.1968744062280037,18.24310923434617,0.3373669671401988,0.2235556132659673,0.2503339166771799,1000.0,18243.10923434617,0.5,0.5,0.01,0.02048,2,plane_stress,perfect_bonding,1.0,1.0,0.19687440622800378,0.19665599663577354,0.0002184095922302398,5678,0.010000000000000031,-0.0033467569396843423,13.444043249713546,-4.631650965536426e-13,1344.4043249713504,0.33467569396843316,1.0215537506083028,20.005183627523632,17.721946522997577,19.450429910258745,4,True,True,True,True,True,True,True
M4PB_056,success,576d2594db8ca2857e4326387b4a397ee801d00e5d567368d4e912d7afa2a37f,0.4344251756976319,0.2185879725588435,0.3887847492692362,0.3349074285472235,0.158606293924408,5.934583506059182,0.2777569498538472,0.2169814857094447,0.2246907905703106,1000.0,5934.583506059182,0.5,0.5,0.01,0.02048,2,plane_stress,perfect_bonding,1.0,1.0,0.15860629392440806,0.15838718974542906,0.00021910417897899603,5672,0.009999999999999995,-0.0027846162543490884,12.124801794493589,2.107272689677584e-13,1212.4801794493594,0.278461625434909,2.709836804545188,16.92261115449858,15.880448557591837,16.61866588347879,4,True,True,True,True,True,True,True
M4PB_057,success,d1acd4f8d4696f1e2159386fd3ede282688c9c96896fd085bcb8d660a0cf32d4,0.866480243860726,0.5344442910977356,0.4918117958004606,0.332027341852125,0.2666200609651815,11.61999723975924,0.2983623591600921,0.216405468370425,0.2913207875523857,1000.0,11619.99723975924,0.5,0.5,0.01,0.02048,2,plane_stress,perfect_bonding,1.0,1.0,0.2666200609651815,0.26640353476461365,0.00021652620056783478,5748,0.010000000000000007,-0.002969652961978651,14.839375823820028,-6.739019065005178e-13,1483.9375823820017,0.2969652961978649,1.865572575141222,22.058218757973442,18.655671311375016,21.493326287716187,4,True,True,True,True,True,True,True
M4PB_058,success,f0b28f63b7b3fdd5bc223108e9dacb1b0ae5e403c55855c808beacf09aa57f4e,0.7670286626200543,0.8687786395994539,0.5353438625165086,0.8024032568840538,0.2417571656550136,17.63801551279017,0.3070687725033017,0.3104806513768107,0.2774052917371318,1000.0,17638.01551279017,0.5,0.5,0.01,0.02048,2,plane_stress,perfect_bonding,1.0,1.0,0.2417571656550136,0.24154214755026943,0.00021501810474416905,5748,0.010000000000000016,-0.0031024798162826842,14.501776732602474,3.440234208618159e-13,1450.1776732602452,0.31024798162826794,1.2848605410896985,21.74329819551218,18.665470654280316,21.19697566360818,4,True,True,True,True,True,True,True
M4PB_059,success,b8a0b1f93505d48abe0d3854fc8f972bc332d6fcda4fb6f41aa8ac2af851a24e,0.1420566424903351,0.1236301149551338,0.826142480153414,0.8906877665297279,0.08551416062258377,4.225342069192409,0.3652284960306828,0.3281375533059456,0.1649848560773898,1000.0,4225.342069192408,0.5,0.5,0.01,0.02048,2,plane_stress,perfect_bonding,1.0,1.0,0.08551416062258374,0.08529800000343608,0.00021616061914765672,5704,0.010000000000000014,-0.0036326615801658517,10.937828107768537,-5.810629755131927e-14,1093.782810776852,0.3632661580165847,3.058692210703973,14.759991719628374,14.20632293886811,14.560240243103513,4,True,True,True,True,True,True,True
M4PB_060,success,bed574a0eca43c56ab7691a32c1d979c68a72a8da0f81d93488e9c3c05339493,0.9722182594387518,0.5678794899106318,0.9807886647072553,0.3095153989711959,0.2930545648596879,12.22183081839137,0.3961577329414511,0.2119030797942392,0.30542129131108,1000.0,12221.83081839137,0.5,0.5,0.01,0.02048,2,plane_stress,perfect_bonding,1.0,1.0,0.29305456485968795,0.29283639022876146,0.00021817463092649314,5738,0.010000000000000004,-0.0037479927107798255,15.625150974961855,6.895040094434524e-13,1562.5150974961848,0.3747992710779824,1.8485859896861578,23.900702239648368,19.124635402449368,22.926211069436953,4,True,True,True,True,True,True,True
